File,Line,Column,DefaultLevel,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint,ToolVersion,RuleId,HelpUri
vul_files/michael-methner@@dlt-daemon-v2.18.5-CVE-2023-36321-TP.c,2562,10,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",    if ((read > buf->size) || (write > buf->size)) {,8103e232efb89f81c5b3aa54bed111472742548a5d2c8146456df73a20208df5,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.5-CVE-2023-36321-TP.c,2565,28,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","                 __func__, read, write, buf->size);",b4f7b823934c9c47a4e90125ae38a2040eb1b66a569b898efdfadab2dee284a6,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.5-CVE-2023-36321-TP.c,2571,9,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",    if (read > write),30d54f64a0efeddf66fe3e82611ef4634a16e1fa21fa6637e53d9d7051da79fd,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.5-CVE-2023-36321-TP.c,2573,33,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",    else if (count && (write == read)),1fcd193c00fd4417190adbe520aa99d3df6ebc9c5bb2817e8ee7922e2e08addf,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.5-CVE-2023-36321-TP.c,2576,41,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",        free_size = buf->size - write + read;,8d9784e49a58f5b0d12bc1d41a596e1aa5afd889b06263d9391042b019995edb,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.5-CVE-2023-36321-TP.c,2592,5,1,1,buffer,strncpy,Easily used incorrectly; doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120).,,,CWE-120,"    strncpy(head.head, DLT_BUFFER_HEAD, 4);",d9fbc9b0d580e168d63a2860fc42c281fe36d1a07776ed64034f5f8c31e463ab,2.0.19,FF1008,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.5-CVE-2023-36321-TP.c,2620,16,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","    int write, read, count;",60022e902687f72edc59f59d958f7ad325774cc4b1b96586585639b6b8586e03,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.5-CVE-2023-36321-TP.c,2640,10,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",    if ((read > buf->size) || (write > buf->size) || (count < 0)) {,36b339ba69d48ab3b041d302ba37a1ba21e15eedd0939020860740192b06c083,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.5-CVE-2023-36321-TP.c,2643,28,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","                 __func__, read, write, count, buf->size);",2142c39136f8589ea7bec3100d57a253c41aee0fe1d49cf6c94d3f81bcc06bf8,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.5-CVE-2023-36321-TP.c,2650,22,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",        if (write != read) {,212bd2409c3f81938f68d4e8ac3b41609114ba7a2826e278e1bd9e3b94eee725,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.5-CVE-2023-36321-TP.c,2653,32,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","                     __func__, read, write);",042410529f4666b3aa26eee48d26dcad2bc6e944fa2e888afdbf1460f409f912,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.5-CVE-2023-36321-TP.c,2661,17,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",    if (write > read),522a4ea6df3fb8e14e3712b53c3508593f3659c3c9091cd7257b19332bd3a1cc,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.5-CVE-2023-36321-TP.c,2662,29,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",        used_size = write - read;,20f8a8a64dd3236675450b95edd9f7e6b7b56e9c27d0d3bf751d2eb40979adb4,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.5-CVE-2023-36321-TP.c,2676,33,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","    dlt_buffer_read_block(buf, &read, (unsigned char *)&head, sizeof(DltBufferBlockHead));",be74cdcaa98df983eda805b9e13c688b3c12f463fa7e5be0823e293eb3909e74,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.5-CVE-2023-36321-TP.c,2710,37,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","        dlt_buffer_read_block(buf, &read, data, head.size);",7bca3baf08e5fc88969bb0cab4d3b039297547897cabab8c2e7e7f66304cd2f3,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.5-CVE-2023-36321-TP.c,2714,38,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",            ((int *)(buf->shm))[1] = read; /* set new read pointer */,a03572eadf7f4aeb788d6ba85434b087c27ceca258e9157c902b7e6ad0c56d75,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.5-CVE-2023-36321-TP.c,2765,16,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","    int write, read, count;",60022e902687f72edc59f59d958f7ad325774cc4b1b96586585639b6b8586e03,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.5-CVE-2023-36321-TP.c,2783,21,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","             write, read, count);",6325217ff349ae8bbb8c8d46df52d4134f7d101de9853283f2e3f4aad771ca44,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.5-CVE-2023-36321-TP.c,2797,16,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","    int write, read, count;",60022e902687f72edc59f59d958f7ad325774cc4b1b96586585639b6b8586e03,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.5-CVE-2023-36321-TP.c,2814,17,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",    if (write > read),522a4ea6df3fb8e14e3712b53c3508593f3659c3c9091cd7257b19332bd3a1cc,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.5-CVE-2023-36321-TP.c,2815,24,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",        return write - read;,60b282fef01672877bc7448f2271dbac6dd410fb48237a4542f0248b68b05604,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.5-CVE-2023-36321-TP.c,3314,21,4,1,buffer,strcat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,"Consider using strcat_s, strncat, strlcat, or snprintf (warning: strncat is easily misused).",Risk is low because the source is a constant character.,CWE-120,"                    strcat(binary, "" "");",729aa943e1c3830a12c8809d4f20569e3d320885081e3db6cb8350aac31a536b,2.0.19,FF1005,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.5-CVE-2023-36321-TP.c,3333,21,4,1,buffer,strcat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,"Consider using strcat_s, strncat, strlcat, or snprintf (warning: strncat is easily misused).",Risk is low because the source is a constant character.,CWE-120,"                    strcat(binary, "" "");",729aa943e1c3830a12c8809d4f20569e3d320885081e3db6cb8350aac31a536b,2.0.19,FF1005,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.5-CVE-2023-36321-TP.c,3834,5,1,1,buffer,strncpy,Easily used incorrectly; doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120).,,Risk is low because the source is a constant string.,CWE-120,"    strncpy(get_log_info_tag, ""get_log_info"", strlen(""get_log_info""));",0bd6d4eb54ef829a20159be014fca1dc909355571442274f77d1fb77befa286f,2.0.19,FF1008,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.5-CVE-2023-36321-TP.c,3971,5,1,1,buffer,strncpy,Easily used incorrectly; doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120).,,,CWE-120,"    strncpy(tmp, dir, PATH_MAX);",a5337a4d9bbcbccc1224f3d07b2e4e9c36c63e8b2ea5484f60124ea409ee774a,2.0.19,FF1008,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,3378,17,4,4,buffer,strcat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,"Consider using strcat_s, strncat, strlcat, or snprintf (warning: strncat is easily misused).",,CWE-120,"                strcat(binary, (i == (value8u & i)) ? ""1"" : ""0"");",8e5330d5f2214dd68148ce48b1b2967e2a6ba092b7c6e987c780446201fe28af,2.0.19,FF1005,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,3397,17,4,4,buffer,strcat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,"Consider using strcat_s, strncat, strlcat, or snprintf (warning: strncat is easily misused).",,CWE-120,"                strcat(binary, (i == (value16u & i)) ? ""1"" : ""0"");",de0ed8a92e1fb68a5c04a3a1e1e8c89ca788fa7f20d629e34c1a9f9354ab9333,2.0.19,FF1005,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,68,7,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"const char dltSerialHeader[DLT_ID_SIZE] = { 'D', 'L', 'S', 1 };",fe8aa6696d787a052a330d14be909a9d9cf118fe1996c07826b596da3085cc6f,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,69,1,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"char dltSerialHeaderChar[DLT_ID_SIZE] = { 'D', 'L', 'S', 1 };",b41f84dfc842d7d368cdb2fde606e58ef920d3ff960d168707bdd63a46c284e8,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,72,1,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"char dltFifoBaseDir[DLT_PATH_MAX] = ""/tmp"";",b2f655d850ae480fdab50a20827d4169ccb55c5118b9a93c25a88bce000ac421,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,76,1,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"char dltShmName[NAME_MAX + 1] = ""/dlt-shm"";",c8bc79316c1ca57b4f39e695ef27112da4a3946c7ae3cc0df071871ae5d15e5b,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,82,8,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"static char logging_filename[NAME_MAX + 1] = """";",e1559a8d9961bc2e9181da958001d5a011dd594258c48da4c7b91b78fb58f35e,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,274,16,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,        if ((((char *)ptr)[num] < DLT_COMMON_ASCII_CHAR_SPACE) || (((char *)ptr)[num] > DLT_COMMON_ASCII_CHAR_TILDE)) {,979b7e9a2a78e5ca2f7fd3569325e7a13201f6d68e237ce4b460d5f4faeb1922,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,274,70,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,        if ((((char *)ptr)[num] < DLT_COMMON_ASCII_CHAR_SPACE) || (((char *)ptr)[num] > DLT_COMMON_ASCII_CHAR_TILDE)) {,979b7e9a2a78e5ca2f7fd3569325e7a13201f6d68e237ce4b460d5f4faeb1922,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,279,19,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,            if (((char *)ptr)[num] != DLT_COMMON_ASCII_CHAR_LT),ecc4572f199be4232415fde15ee4bd0ddf52c286c36b6f29b876cc6dbe9d4fbb,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,280,44,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"                snprintf(*text, 2, ""%c"", ((char *)ptr)[num]);",c9abe56293100ef0d972759f3f0d7fe64e31a2ee79347f36f48e02ccd9b84968,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,316,5,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"    memcpy(text, id, len);",0c7864aeddafe0cf16a61a5de84f43482debc645352ac3e8bbbe7d191bbcc2a6,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,391,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char str1[DLT_COMMON_BUFFER_LENGTH];,7523eec68b0f94abe8107e60da2f994ff1383a5bd2de417a4f7f34f4fb344e6b,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,392,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char apid[DLT_ID_SIZE], ctid[DLT_ID_SIZE];",efd66a7daac7d0194c330b32439f69a3896e3336d393b36e39cea17768a7bd54,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,459,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char buf[DLT_COMMON_BUFFER_LENGTH];,11137534fb784f7078c89723ff4669e847e489305e0ba08b5262f0fb18254b66,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,508,17,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"                char empty_ctid[DLT_ID_SIZE] = """";",6ce552a9ed1ae50b56c590a384a8a449c192d09fe5149d562b2181d4fd872d75,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,640,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char buffer [DLT_COMMON_BUFFER_LENGTH];,fccecb7972923cb6e61016f3e271a4b109fa37c8105da64688568a398e5a3a8d,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,987,5,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"    memcpy(msg->headerbuffer + sizeof(DltStorageHeader), buffer, sizeof(DltStandardHeader));",45b2c112554c7283108dfe0452a0e9018235e9898b8a11011de7ee01af366e33,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,1025,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"        memcpy(msg->headerbuffer + sizeof(DltStorageHeader) + sizeof(DltStandardHeader),",6e7ddafa27714b1bb9d6824e3e5d96f8d80f773558948f1cde99526450db2cc0,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,1066,5,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"    memcpy(msg->databuffer, buffer + (msg->headersize - sizeof(DltStorageHeader)), msg->datasize);",b80fc3f995d899e464883d6ade3f28a17500483ce2b4d2631ca7161961f61609,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,1079,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"        memcpy(msg->headerextra.ecu,",76c887e0f3a09f861ce05849e3d0f0f2180dcaee38999604c08a8ebeaab05950,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,1084,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"        memcpy(&(msg->headerextra.seid), msg->headerbuffer + sizeof(DltStorageHeader) + sizeof(DltStandardHeader)",87a125b0acd76edc3e072f7eafb950735621379f33eff431b1ef0c34c99ea341,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,1090,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"        memcpy(&(msg->headerextra.tmsp), msg->headerbuffer + sizeof(DltStorageHeader) + sizeof(DltStandardHeader)",d735170b38764f580b9f847422a53934089cf7a432cb8b7fcdf330e284e5727f,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,1107,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"        memcpy(msg->headerbuffer + sizeof(DltStorageHeader) + sizeof(DltStandardHeader),",6e7ddafa27714b1bb9d6824e3e5d96f8d80f773558948f1cde99526450db2cc0,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,1113,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,        memcpy(msg->headerbuffer + sizeof(DltStorageHeader) + sizeof(DltStandardHeader),8cef9ae1707b4a71eb18cc98ed0d8902f791ef23ce912c4fcdf2304cf7b426c2,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,1121,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,        memcpy(msg->headerbuffer + sizeof(DltStorageHeader) + sizeof(DltStandardHeader),8cef9ae1707b4a71eb18cc98ed0d8902f791ef23ce912c4fcdf2304cf7b426c2,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,1241,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char dltSerialHeaderBuffer[DLT_ID_SIZE];,e6e3f9b04aafdef876c9cb4c5615a7ed0e0470d2c7ff5b7acb484f29eae59f2e,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,1484,13,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"            memcpy(ptr, file->index, (size_t) (file->counter) * sizeof(long));",b2c5f7069cb76db66c787247b72612a4ca8f53ec17e48c58403f560f70605276,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,1603,13,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"            memcpy(ptr, file->index, (size_t) (file->counter) * sizeof(long));",b2c5f7069cb76db66c787247b72612a4ca8f53ec17e48c58403f560f70605276,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,1829,18,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    static const char asSeverity[LOG_DEBUG +,c2b25da51f288bdae7ddffa5df0a15cde76cb950e15a010034bced3e54d239fd,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,1901,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char outputString[2048] = { 0 }; /* TODO: what is a reasonable string length here? */,8acec57f7c281a38d52590686faa3a2a0579891b32fc6f1513d8d600e297a774,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,2061,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"        memcpy(receiver->buf, receiver->backup_buf, (size_t) receiver->lastBytesRcvd);",08aac35ee5f006c77b11f98816e254cc15f1a4a2e5d2feacf49adddec45cc8c8,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,2136,13,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"            memcpy(receiver->backup_buf, receiver->buf, (size_t) receiver->bytesRcvd);",415d41f33cf38b1e23092449345b726032a2181fb245899da459f0928adb62d8,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,2164,5,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"    memcpy(dest, src, to_get);",f37b6e05579fa346d3f3984a3fbaa91361b6ac7a919d1c8d61327c42bffdf478,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
vul_files/michael-methner@@dlt-daemon-v2.18.6-CVE-2023-36321-TP.c,2391,17,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"                memcpy(buf->mem + *write, data, size);",5ee223ae0677212a68593a6af54803b0ae7d5d5697ac58ae848f8f1aa5787d69,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
